id,question,answerText,top1
9bee6261,Which Hobbit movie is the longest?,The Hobbit: An Unexpected Journey,The Hobbit: The Battle of the Five Armies
9fa8a79b,What is the most expensive movie made by Christopher Nolan?,The Dark Knight Rises,Tenet
5771a594,What is the biggest-budget movie in the history of cinema?,Pirates of the Caribbean: On Stranger Tides,Pirates of the Caribbean: On Stranger Tides
7dbdd31c,What has been the most expensive movie to be directed by James Cameron?,Titanic,Avatar
f35db250,"Who has sold more total albums, Pink Floyd or Led Zeppelin?",Led Zeppelin,Led Zeppelin
e17a37d3,"Which album spent more weeks at number one on the Billboard Charts, Rumours by Fleetwood Mac or 21 by Adele?",Rumours by Fleetwood Mac,21 by Adele
e2feb908,"Which band is older, Aerosmith or Van Halen?",Aerosmith,Aerosmith
ff4d13b1,"Which album has more songs, Slippery When Wet or Back in Black?",Slippery When Wet,Slippery When Wet
6d4a2474,"Who is older, Steven Tyler or Mick Jagger?",Mick Jagger,Mick Jagger
633eebef,"Which band is older, The Buggles or The Beatles?",The Beatles,The Beatles
3932a7fd,"Who's older, Lady Gaga or Beyoncé?",Beyonce,Beyoncé
5b52aca8,"Who is older, Nick Jonas or Joe Jonas?",Joe Jonas,Joe Jonas
fe534b8c,"Who sang for AC/DC longer, Bon Scott or Brian Johnson?",Brian Johnson,Brian Johnson
ceb81b90,"Who is younger, Taylor or Isaac Hanson?",Taylor Hanson,Taylor Hanson
51c96e6b,"Which Dr. Dre album came out first, The Chronic or 2001?",The Chronic,The Chronic
c04a8bf1,"Who is older, Mick Jagger or Rod Stewart?",Mick Jagger,Mick Jagger
ba6fea6d,"Who is younger, Billie Eilish or Olivia Rodrigo?",Olivia Rodrigo,Olivia Rodrigo
d08dd810,"Which Pink Floyd album had more songs, The Dark Side of the Moon or The Wall?",The Wall,The Wall
62016dcf,"Which Eminem album had fewer songs, Recovery or The Marshall Mathers LP?",Recovery,Recovery
30c18c56,"Which Eminem album had fewer songs, Recovery or The Eminem Show?",Recovery,Recovery
38a4870f,"In terms of units sold, did Jay-Z's ""Vol. 2: Hard Knock Life"" or ""Kingdom Come"" sell more?",Vol. 2: Hard Knock Life,"""Vol. 2: Hard Knock Life"""
cbdd1950,Is Kanye West or Drake older in age?,Kanye West,Kanye West
ee4c9b21,"Who is older, Lana Del Rey or Adele?",Lana Del Ray,Adele
92677264,"Who has more Grammys, Lady Gaga or Britney Spears?",Lady Gaga,Lady Gaga
22bad0ea,"Who has more Grammys, Beyoncé or Adele?",Beyonce,Beyoncé
b01872c6,"Who is older, Jennifer Lopez or Beyoncé?",Jennifer Lopez,Jennifer Lopez
94aec569,"Who came out with an album first, Eazy-E or Dr. Dre?",Eazy-E,Eazy-E
f6a2ca21,"Which Tool album had more songs, Opiate or Undertow?",Undertow,Undertow
8d8684d3,"Which Tool album came out first, Lateralus or 10,000 Days?",Lateralus,Lateralus
02466278,"Who is taller, Mick Jagger or Angus Young?",Mick Jagger,Mick Jagger
11dfe533,"Who is older, Taylor Swift or Katy Perry?",Katy Perry,Taylor Swift
99af8cd6,"Who is older, Beyoncé or Cardi B?",Beyonce,Beyoncé
418131f1,"Who is older, Jay-Z or Dr. Dre?",Dr Dre,Dr. Dre
245084db,"Who is older, 50 Cent or Eminem?",Eminem,Eminem
5f43b622,"Who is older, Britney Spears or Christina Aguilera?",christina aguilera,Britney Spears
4a8fe0b8,"Who is older, Snoop Dogg or Fat Joe?",Fat Joe,Snoop Dogg
c31ce7a9,"Who is older, Jay Z or Kanye West?",Jay Z,Jay Z
80b92c74,Which Michael Jackson song came out after his death?,This is it,"""Love Never Felt So Good"""
85c51be3,"Who has more awards, Beyoncé or Taylor swift?",Beyonce,Beyoncé
6e2fec11,"Who is older, Nicki Minaj or Iggy Azalea?",Nicki Minaj,Nicki Minaj
7655b908,"Who is older, Jay-Z or Eminem?",Jay Z,Jay-Z
2eb7a3cf,"Who had more Grammy Awards 2019 nominations, Drake or Kendrick Lamar?",Kendrick Lamar,Drake
f0b960d7,"Which Britney Spears song sold more copies, Baby One More Time or Womanizer?",Baby One More Time,Baby One More Time
c0977aea,"Which of Beyoncé's albums has sold the most copies worldwide, I Am... Sasha Fierce or Lemonade?",I Am... Sasha Fierce,Lemonade
b905c8b8,"Which of Beyoncé's live albums was released earlier, Live at Wembley or The Beyoncé Experience Live?",Live at Wembley,Live at Wembley
7eb0dc92,"Which Beyoncé album sold more copies, Homecoming: The Live Album or The Lion King: The Gift?",Homecoming: The Live Album,The Lion King: The Gift
53fb6131,"Who is older, Jay-Z or Kanye West?",Jay-Z,Jay-Z
4e6ef060,"Who is older, Chris Brown or Rihanna?",Rihanna,Rihanna
04f44474,"Who is older, Usher or R. Kelly?",R. Kelly,R. Kelly
a496b6d5,"Which U2 album had more songs, Joshua Tree or Achtung Baby?",Achtung Baby,Achtung Baby
0c40d352,"Who is older, Sting or Bono?",Sting,Sting
e03757ab,"Which band had more top ten hits, The Beatles or The Rolling Stones?",The Beatles,The Beatles
75615d33,"Who is older, Taylor Swift or Madonna?",Madonna,Madonna
35dc92e5,"Who is older, Ringo Starr or James Blunt?",Ringo Starr,Ringo Starr
21de5e10,"Who has more number one hits, NSYNC or Backstreet Boys?",Nsync,Backstreet Boys
d0e5b52a,"Who has sold more records, NSYNC or Backstreet Boys?",Backstreet Boys,Backstreet Boys
8e8b341e,"Who has sold more albums, The Weeknd or Drake?",Drake,Drake
865e66bd,"Who has more number one Billboard hits, The Weeknd or Drake?",Drake,Drake
c19db7b3,"Who has played music for longer, Tool or Pink Floyd?",Pink Floyd,Pink Floyd
9c13fbe6,"Who has won more Grammy Awards, Korn or Tool?",Tool,Tool
41beeed0,"Which Weezer album had more songs, Maladroit or Red album?",Maladroit,Red album
2375ec0a,"Which Limp Bizkit album had more songs, Gold Cobra or Significant Other?",Significant Other,Gold Cobra
7d5a4904,"Who is older, Beyoncé or Rihanna?",Beyonce,Beyoncé
a10dde84,"Who is younger, Jay-Z or Eminem?",Eminem,Eminem
c41d923a,"Which Taylor Swift album had more songs, Red or Lover?",Lover,Red
e8793b93,Was Beat It or Billie Jean released first?,Billie Jean,Billie Jean
c447a092,"Who won more Grammys, Elvis or Bruce Springsteen?",Bruce Sprinsteen,Elvis
e14f77ec,"Who was inducted into the Rock and Roll Hall of Fame, Aretha Franklin or Billie Eilish?",Aretha Frankin,Aretha Franklin
044711d0,Which Huey Lewis and The News album was their biggest hit?,Sports,"""Sports"""
1a845fa0,"Which band has been around longer, The Rolling Stones or Fleetwood Mac?",The Rolling Stones,The Rolling Stones
da527baf,"Which Nirvana album came out first, Nevermind or Bleach?",Bleach,Bleach
35371149,"Which Weezer album came out first, the Green Album or Red Album?",Green Album,Green Album
345e7dd4,"Who was born first, Kurt Cobain or Eddie Vedder?",Eddie Vedder,Kurt Cobain
8e56bbb4,"Who died first, Biggie Smalls or Tupac Shakur?",Tupac Shakur,Tupac Shakur
ee6b80a6,"Who has made more albums, Miley Cyrus or Britney Spears?",Britney Spears,Britney Spears
c31a3c9f,"Who has more Grammys, Adele or Garth Brooks?",Adele,Adele
f93936c9,Who is younger Selena Gomez or Ariana Grande?,Ariana Grande,Selena Gomez
5f55d2ca,"Who has released more studio albums, Taylor Swift or Miley Cyrus?",Taylor Swift,Taylor Swift
2bb70689,"Who is taller, Pink or Lady Gaga?",Pink,Pink
cf42f3e3,"Who sold more records, Beyoncé or Katy Perry?",Katy Perry,Beyoncé
aec2bea4,"Which Beatles album sold more, Abbey Road or Rubber Soul?",Rubber Soul,Abbey Road
00c5a6c8,"Which band has more members, ABBA or BTS?",BTS,BTS
29878775,"Which came out first, Katy Perry's Dark Horse or Taylor Swift's Shake it Off?",Katy Perry's Dark Horse,Dark Horse
a5e32cc3,Who is older Bob Dylan or Eric Clapton?,Bob Dylan,Bob Dylan
f935d888,"Who is older, Billy Idol or Boy George?",Billy Idol,Billy Idol
cceafa39,"Which Taylor Swift album had more songs, Red or 1989?",Red,Red
eec8dac8,"Who is older, George Strait or Randy Travis?",George Strait,George Strait
564b3457,"Who is older, Kid Rock or Ozzy Osbourne?",Ozzy Osbourne,Ozzy Osbourne
a74e2260,"Who is older, Justin Bieber or Britney Spears?",Britney Spears,Britney Spears
a5614303,"Who is older, Kanye West or Snoop Dogg?",Snoop Dogg,Snoop Dogg
66dfead6,"Which was the better selling Rolling Stones album, Some Girls or Tattoo You?",Some Girls,Some Girls
1ef6bc76,"Which was the better selling Rolling Stones album, Aftermath or Beggars Banquet?",Aftermath,Beggars Banquet
a6c2dbc2,"Which album sold more copies, Thriller or Back in Black?",Thriller,Thriller
62222239,"Which album sold more copies, Hotel California or The Dark Side of the Moon?",The Dark Side of the Moon,The Dark Side of the Moon
8c6e2fc7,"Who is older, Paul McCartney or Keith Richards?",Paul McCartney,Keith Richards
f4b723e1,Which of the original members of Destiny's Child are no longer with the group?,Latoya Luckett and Latavia Roberson,LaTavia Roberson and LeToya Luckett
6d15b1ed,"Which original member of Earth, Wind and Fire is not alive?",Maurice White,Maurice White
9d2cc870,What was the first concert in which Lauren Hill did not show up on time?,2010 Rock the Bells Festival,Lauren Hill
ea34f216,Which Grammy Award was All of Me nominated for but did not win?,Best Pop Solo Performance,Song of the Year
0c6f2093,Which Amon Amarth albums did Fredrik Andersson not perform as the drummer?,"Once Sent from the Golden Hall, Jomsviking, Berserker",Fredrik Andersson
e2760da1,Which member of The Beatles was not one of the original members?,Ringo Starr,Stuart Sutcliffe
57d6e3d9,Which Grammy Award was Wide Awake by Katy Perry nominated for but did not win?,Best Pop Solo Performance,Record of the Year
26d6d309,Which member of The Police was not British?,Stewart Copeland,Sting
a5e6c367,Which member of Def Leppard does not have two arms?,Rick Allen,Rick Allen
f2ac1d41,Which Grammy Award was I Kissed a Girl nominated for but did not win?,Best Female Pop Vocal Performance,Record of the Year
a63c2fe8,"Which Grammy Award was Hey, Ma nominated for but did not win?",Record Of The Year,Best Rock Song
1d621f95,Which Grammy Award was 7 Rings nominated for but did not win?,Record Of The Year,Record of the Year
4e532a68,Which Grammy Award was Norman Fucking Rockwell! nominated for but did not win?,Album Of The Year,Album of the Year
49acff7c,Which Grammy Award was Always Remember us This Way nominated for but did not win?,Song Of The Year,Best Song Written for Visual Media
9171cda6,Which member of Wu-Tang is not from NY?,4th disciple,Method Man
4ada90f9,Which Alchemist record did not win an award?,360 waves,The Alchemist
889f2baa,Which solo Wu-Tang album was not produced by RZA?,The Pillage,Tical
2962b977,Which Metallica album does not have Lars Ulrich in it?,Kill em All,St. Anger
efa56ecf,What was the first Wu-Tang Clan album that Ol' Dirty Bastard did not appear in?,Iron Flag,"""8 Diagrams"""
c77965f0,What was the name of the first R.E.M. album that drummer Bill Berry did not appear in?,Up,"""Up"""
592f0660,What was the name of the first Van Halen album not to feature lead singer David Lee Roth?,5150,Sammy Hagar
7172ecbb,"What was the name of the first 10,000 Maniacs album not to feature lead singer Natalie Merchant?",Love Among the Ruins,Love Among the Ruins
65aa8e21,What was the name of the first Smashing Pumpkins album not to feature drummer Jimmy Chamberlin?,Adore,Adore
9447f434,Who is the only member of Steppenwolf not born in Canada?,John Kay,John Kay
6d9e6317,Who was not British in Katrina and the Waves?,Katrina Leskanich,Katrina
24c8781c,Who was the only male member of Boney M.?,Bobby Farrell,Bobby Farrell
4c555b9c,Which member of The Easybeats was born outside of Australia?,Stevie Wright,George Young
b739b77d,Which of the current U2 members were born outside of Ireland?,Adam Clayton and David Howell Evans,Adam Clayton
d1a07d2e,Which albums by Iron Maiden do not feature Bruce Dickinson or Blaze Beyley?,"Iron Maiden, Killers",Paul Di'Anno
b17099db,Which Black Sabbath album with Ozzy Osbourne was not released in the 70s?,13,Never Say Die!
0a94d250,"Which Deep Purple album released prior to 1970 did not have the word ""purple"" in it?",The Book of Taliesyn,Shades of Deep Purple
d4562b32,Which Led Zeppelin album was not released prior to 1980?,Coda,In Through the Out Door
f207969f,Which Taylor Swift albums did not sell over one million copies in their first week of release?,"""Taylor Swift"" and ""Fearless""","""Fearless"" and ""Speak Now"""
61c45307,Which Linda Ronstadt albums are not in English?,"""Canciones de Mi Padre"", ""Mas Canciones"", and ""Frenesí""","Canciones de Mi Padre, Frenesi"
60ffff22,Which member of Fifth Harmony did not continue with the group after 2016?,Camila Cabello,Camila Cabello
0ba7ad76,Which member of One Direction didn't stay with the group past 2015?,Zayn Malik,Zayn Malik
e6964c83,Which musician played with The Beatles almost every night at the Top Ten Club but was not an official member?,Tony Sheridan,Tony Sheridan
da3a2295,Who did not last more than 5 months in the Destiny's Child lineup?,Farrah Franklin,LaTavia Roberson
fb15deb3,Which Blackpink members were not from South Korea?,"Rosé, Lisa",Lisa
9c63932e,Which EXO members were not born in South Korea?,"Lay, Luhan, Kris, Tao",Lay
ab5b1a22,Which G-Idle members were not born in South Korea?,"Shuhua, Minnie, Yuqi",Yuqi
f3da5e99,Which TWICE members were not born in South Korea?,"Sana, Mina, Momo, Tzuyu","Mina, Sana, Momo"
c7c9612a,Which member of Breaking Benjamin has not left the band?,Benjamin Burnley,Benjamin Burnley
5fdc1ccb,Which band released their album in 2021 while not being together since 2020?,Black Dresses,One Direction
48171077,Which album did Ringo Starr not sing on?,Let it be,Sgt. Pepper's Lonely Hearts Club Band
05424598,Which album was not released by Janis Joplin when she was alive?,Pearl,Pearl
5e8fb4c1,Which T.Rex album did not achieve success?,Tanx,"""Zinc Alloy and the Hidden Riders of Tomorrow"""
6e5bed60,Which song was nominated for MTV VMA Best Rock Song and did not win in 2021?,"Foo Fighters: ""Shame Shame""",Foo Fighters
67d438db,Which song was nominated for MTV VMA Best Pop Song and did not win in 2021?,"Olivia Rodrigo: ""Good 4 U""","""Levitating"" by Dua Lipa"
1106a350,Which song was nominated for MTV VMA Best Video of the Year and did not win in 2021?,"Ed Sheeran: ""Bad Habits""","""Montero (Call Me By Your Name)"""
2f7ea70b,Which Doja Cat record was nominated for a Record of the Year Grammy but did not win?,Say So,"""Kiss Me More"""
4114579c,Which Post Malone album was nominated for Album of the Year but did not win?,Hollywood's Bleeding,Hollywood's Bleeding
d22b9211,Which Grammy Award was Kyoto nominated for but did not win?,Best Rock Song,Best Alternative Music Album
8c039465,Which Grammy Award was Lost in Yesterday nominated for but did not win?,Best Rock Song,Best Dance Recording
47494450,Which Grammy Award was A Hero's Death nominated for but did not win?,Best Rock Album,Best Rock Album
b8cb557d,Which main Bone Thugs n Harmony member does not appear on every album?,Bizzy Bone,Flesh-n-Bone
d58b370c,Which of the 3 creators of trap music is not from Atlanta?,Young Jeezy,T.I.
f4ae99fe,Which famous and now deceased reggae star did not ever win a Grammy Award?,Bob Marley,Bob Marley
bc4fdfa9,"Which country music star and original judge on ""The Voice"" has accumulated 8 nominations over his career but has not won a Grammy?",Blake Shelton,Blake Shelton
e371ad78,Which rock and guitar legend who is now deceased did not ever win a Grammy Award?,Jimi Hendrix,Jimi Hendrix
cd2018f5,"Which ""Here and Now"" country music star has accumulated 6 nominations over his career but has not won a Grammy?",Kenny Chesney,Blake Shelton
344ad093,Which 2020 Grammy Award was Black Pumas nominated for but did not win?,Best New Artist,Record of the Year
7ff45763,Which 2019 Grammy Award was Luke Combs nominated for but did not win?,Best New Artist,Best New Artist
53b09f43,Which 2019 Grammy Award was Judith Sherman nominated for but did not win?,"Producer Of The Year, Classical",Judith Sherman
f00ac971,Which 2018 Grammy Award was Calvin Harris nominated for but did not win?,"Producer Of The Year, Non-Classical",Best Dance/Electronic Album
be1e387b,Which member of Blackpink was not allowed to join Paris Fashion Week in 2021?,Lisa,Lisa
a1c4ad36,"Which 2021 Grammy Award was Dave Cobb nominated for, but did not win?","Producer Of The Year, Non-Classical","Producer of the Year, Non-Classical"
09221937,Which Beyoncé song was nominated for Record of the Year but did not win in 2021?,Black Parade,"""Black Parade"""
0527db36,What was the name of the Coldplay album that was nominated for Album of the Year but did not win in 2021?,Everyday Life,Coldplay
dfb9eccd,What was the name of the Post Malone song nominated for Song of the Year but did not win?,Circles,"""Rockstar"""
c9e59b83,What was the name of the Guns N' Roses guitarist who did not stay with the group after 1996?,Slash,Slash
c35136f5,Which award was Powerwolf nominated for in 2010 but did not win?,Metal Hammer,Metal Hammer Award
b9951f35,Which instrument from Powerwolf is not played by the original lineup member?,Drums,Roel van Helden
91e1c4df,Who was nominated for Album of the Year for CHILOMBO but did not win?,Jhené Aiko,Jhené Aiko
1503ac6c,Who was nominated for Best Pop Solo Performance for YUMMY but did not win?,Justin Bieber,Justin Bieber
378f4a48,Who was nominated for Best Pop Duo/Group Performance for DYNAMITE but did not win?,BTS,BTS
15642d27,"Which 2021 Grammy Award was the band, Coldplay, nominated for, but did not win?",Album of the Year,Album of the Year
640f4e29,"Name two 2021 Album of the Year nominees, also nominated for Song of the Year, who did not win the Song of the Year Grammy?",Cardi B; Dua Lipa or Post Malone,"Taylor Swift, Billie Eilish"
db593496,"What is the name of Billy Ray Cyrus's daughter, who was nominated for, but did not win, the 2021 Best New Artist Grammy?",Noah Cyrus,Noah Cyrus
67c97eac,"Of the (3) 2021 CMA categories, Single of the Year, Song of the Year, and Female Artist of the Year, which (1) did Maren Morris fail to win?",Single of the Year,Single of the Year
55007283,Which original member(s) of Queen are not alive anymore?,Freddie Mercury,"Freddie Mercury, John Deacon"
40adee62,"After a series of number 1 hits in 1956, which Elvis Presley song failed to reach the top spot in the US chart?",Blue Suede Shoes,Love Me Tender
abaebd9f,Which Taylor Swift album was the only one that failed to reach number 1 in the US charts?,Taylor Swift,"""Lover"""
3aa69d8b,What Aerosmith album did Joe Perry not play on?,Rock in a Hard Place,Rock in a Hard Place
c51207ef,Which Eminem album never went platinum?,Eminem: Revival,"""Infinite"""
a98c4f5a,Who was not an original Spice Girl?,"Emma Lee Bunton, (Baby Spice)",Victoria Beckham
c3d9eb7a,What was the name of the first Metallica album that didn't feature bassist Cliff Burton?,...And Justice For All,...And Justice for All
1ee4aa1e,Which member of ZZ Top is no longer alive?,Dusty Hill,Dusty Hill
7bd37f92,"KYOTO Phoebe Bridgers was nominated in 2021 for what, but did not win?",Best Rock Performance,Phoebe Bridgers
a345153f,"Which album was released on January 3, 2020 and wasn't by David Bisbal?",Dead and Gone,Selena Gomez
f9f7f52d,"Which album was released on January 3, 2020 and wasn't by Stabbing Westward?",En Tus Planes,Mac Miller
bfd0a887,"Which Grammy Award was ""I Like It"" by Cardi B nominated for but did not win?",Record of the Year,Record of the Year
acd83e79,"Which Grammy Award was ""The Joke"" by Brandi Carlile nominated for but did not win?",Record of the year,Song of the Year
31350228,Which Grammy Award was Invasion of Privacy by Cardi B nominated for but did not win?,Album of the Year,Album of the Year
7ac944f8,Which Grammy Award was Beerbongs & Bentleys by Post Malone nominated for but did not win?,Album of the Year,Album of the Year
62d3b662,Who has been nominated for 17 Grammys but not won any?,Snoop Dogg,Snoop Dogg
b2684ae2,Which members of 98 Degrees were not born in Ohio?,Nick Lachey and Justin Jeffre,Jeff Timmons
41fc7982,Which members of NSYNC were not born in New York?,"Chris Kirkpatrick, Justin Timberlake, JC Chasez, and Lance Bass.","Justin Timberlake, JC Chasez"
ee204959,Which members of The Backstreet Boys were not born in Florida or Kentucky?,Nick Carter,"Nick Carter, Howie Dorough, AJ McLean"
9349f49f,Which member of One Direction was not born in England?,Niall Horan,Niall Horan
5f02804a,Which Red Hot Chili Peppers' album did guitarist John Frusciante not appear on?,One Hot Minute,One Hot Minute
ca8edc07,Which Grammy Awards was Iris by The Goo Goo Dolls nominated for but did not win?,Record of the Year and Best Pop Performance by a Duo or Group With Vocal,2000
76e1ff7d,Which Grammy Award was Black Balloon by The Goo Goo Dolls nominated for but did not win?,Best Pop Performance by a Duo or Group With Vocal,Best Pop Performance by a Duo or Group with Vocal
beffc498,Which Grammy Award was the Newsboys' album Not Ashamed nominated for but did not win?,Best Rock/Contemporary Gospel Album,Best Rock Gospel Album
c1ae55dc,Which Grammy Award was the Newsboys' album Take Me To Your Leader nominated for but did not win?,Best Rock Gospel Album,Best Rock Gospel Album
bab7d2c3,Which Grammy Award was the Newsboy's album Adoration: The Worship Album nominated for but did not win?,Best Pop/Contemporary Gospel Album,Best Pop/Contemporary Gospel Album
00abdc69,Which Gibb brother was not a member of the Bee Gees?,Andy Gibb,Andy Gibb
4fe07c2a,Which Jonas Brother is not yet in his thirties?,Nick Jonas,Nick Jonas
3686ddfa,Which member of the Bee Gees has not passed away?,Barry Gibb,Barry Gibb
f28f2b12,Which member of the Bee Gees was not a twin?,Barry Gibb,Barry Gibb
c5489bf8,"Which Grammy Award was Billy Idol's ""Cradle of Love"" nominated for but did not win?",Best Male Rock Vocal Performance - 1991,Best Male Rock Vocal Performance
5010e750,"Which Grammy Award was Elton John ""Restless"" nominated for but did not win?",Best Male Rock Vocal Performance - 1985,Best Male Pop Vocal Performance
4a9fc543,Which Kendrick Lamar album did not come out in the 2010s?,The Kendrick Lamar (EP),Section.80
29f90f39,Which Eminem album was not immediately sold by a major record label?,Infinite,Kamikaze
e586449a,Which studio Biggie album did not come out while he was still alive?,Life After Death,Life After Death
304ff2ff,Which Dr. Dre album was not released as scheduled and as rumored?,Detox,Detox
e465e786,"What is the name of the first Kanye West album that was released, but was not a part of a school theme?",808s & Heartbreak.,The College Dropout
4f157c6c,Which member of T. Rex died in 1977?,Marc Bolan,Marc Bolan
cc711dd1,Which famous female blues artist died of an overdose in 1970?,Janis Joplin,Janis Joplin
962ee365,Which member of NSYNC later became a solo singer and had Scarlet Johansson in one of his videos?,Justin Timberlake,Justin Timberlake
81c2307a,Which member of 30 Seconds to Mars appeared in The Suicide Squad?,Jared Leto,Jared Leto
57a0bd5e,Who is the singer in Blackpink who came from Thailand?,Lisa,Lisa
826e811a,Which UK singer appeared in Game of Thrones in 2017?,Ed Sheeran,Ed Sheeran
d0678516,Who is the guitarist for the indie rock band Fun and a songwriter for other artists?,Jack Antonoff,Jack Antonoff
4f870ae4,Which album by Billie Eilish came out in 2021?,Happier Than Ever,Happier Than Ever
72145c0a,Who is the singer in Blackpink who was born in Thailand?,Lisa,Lisa
12cfbc52,Which member of the Rolling Stones appeared in the movie Pirates of the Caribbean: At World's End?,Keith Richards,Keith Richards
928b1bdb,Who is a member of both Tool and A Perfect Circle?,Maynard James Keenan,Maynard James Keenan
d729f32b,Who is a member of both A Perfect Circle and the Smashing Pumpkins?,James Iha,James Iha
a8189364,Which guitarist was a member of both Modest Mouse and The Smiths?,Johnny Marr,Johnny Marr
95edbf7e,"What was the name of the album by MGMT that featured the song ""Kids""?",Oracular Spectacular,Oracular Spectacular
ad96d3ed,Which band featured members of Tool and Smashing Pumpkins?,A Perfect Circle,A Perfect Circle
c70cbc6b,"Which popular album came out in the year 2006 and featured the song ""Famous Last Words""?",The Black Parade,My Chemical Romance
0e304d15,"Who was the past Little Mix member who was born in Romford, England?",Jesy Nelson,Jesy Nelson
d28cdd3e,Which Jonas Brother's album was released in 2006?,It's About Time,Jonas Brothers
9806daa5,"Who was the group member of NWA who died in Los Angeles, California?",Eazy-E,Eazy-E
564f5654,Which NWA member appeared in the Friday trilogy?,Ice Cube,Ice Cube
6166828d,"Which member of The Wu-Tang Clan passed away in New York City, New York?",ODB,Ol' Dirty Bastard
f1956417,Which member of The Firm also starred in Belly?,Nas,Nas
b4fd283d,"Who is the singer of Smashing Pumpkins who was born in Elk Grove Village, IL?",Billy Corgan,Billy Corgan
28772773,"Who is the singer for AC/DC, who was born in the United Kingdom?",Brian Johnson,Brian Johnson
5d174dbb,"Who is the singer for Slipknot, who was born in Des Moines, IA?",Corey Taylor,Corey Taylor
1f6ccf1e,Who is the singer born in 1970 who was featured in the movie Glitter?,Mariah Carey,Mariah Carey
4601818a,Which singer was born in Los Angeles and sings the theme song in James Bond No Time to Die?,Billie Eilish,Billie Eilish
163a5e49,Which singer has won 21 Grammys and has his own clothing line called Yeezy?,Kanye,Kanye West
688d1821,Which singer is from Canada and had a song featured in the movie Titanic?,Celine Dion,Celine Dion
60df9411,Which member of The White Stripes appeared in Walk Hard: The Dewey Cox Story?,Jack White,Jack White
90e0ea64,Which member of Linkin Park appeared in Saw 3D?,Chester Bennington,Chester Bennington
67d16c40,Which member of the Red Hot Chili Peppers appeared in Point Break?,Anthony Kiedis,Anthony Kiedis
39664357,Which member of Soundgarden appeared in Singles from 1994?,Chris Cornell,Chris Cornell
cad32f24,"Which famous guitarist was part of the Yardbirds, Bluesbreakers, Cream, and Blind Faith?",Eric Clapton,Eric Clapton
7d0e681e,Which member of The Beatles replaced Pete Best?,Ringo Starr,Ringo Starr
da6c41d5,Which member of The Beatles replaced Stu Sutcliffe?,Paul McCartney,Paul McCartney
d180f4cc,Which member of the Avengers had a brief stint as a pop star?,Brie Larson,Black Widow
635b43a9,"Before Phil Collins, who was the lead singer of Genesis?",Peter Gabriel,Peter Gabriel
a0ab99e3,"Which video beat ""Thriller"" for Video of the Year at the first-ever MTV Video Music Awards?","The Cars, ""You Might Think""",You Give Love a Bad Name
382f0a2e,Which member of The Black Eyed Peas appeared in the movie Poseidon?,Fergie,Fergie
3c0dab8e,Which member of Destiny's Child appeared in the movie Dreamgirls?,Beyonce,Beyoncé
ae2c4983,Which member of NSYNC appeared in the movie The Social Network?,Justin Timberlake,Justin Timberlake
e44a2b44,Which singer sang Umbrella who is also from Barbados?,Rihanna,Rihanna
9817e41b,Which musician appeared in the movie Den of Thieves and is also a businessman?,50 Cent,50 Cent
1f5e0dbd,Which rapper is Beyoncé's husband and the richest rapper in the world?,Jay Z,Jay-Z
37b2c4ea,Which musician recorded with both The Beatles and Wings?,Paul McCartney,Paul McCartney
a9a63538,Which artist both performed Me and Bobby McGee and also acted in the movie Blade?,Kris Kristofferson,Kris Kristofferson
d2b9d0dd,Which artist sang Party all the Time and was a stand-up comedian?,Eddie Murphy,Eddie Murphy
6a45f064,Which Senses Fail album came out in 2004?,Let It Enfold you,Let It Enfold You
b0f0b057,Which My Chemical Romance album came out in 2002?,"I Brought You My Bullets, You Brought Me Your Love",Three Cheers for Sweet Revenge
a23cd2ed,Which Weezer member left the band in 1993?,Jason Cropper?,Jason Cropper
6c672763,Which A Day To Remember singer was born in 1985?,Jeremy McKinnon,Jeremy McKinnon
4ad61a5e,Which album by Nas came out in 1996?,It Was Written,"""It Was Written"""
1703e671,Which video game was released in 2005 and featured the musical artist 50 Cent in a role?,50 Cent: Bulletproof,50 Cent: Bulletproof
db87811c,Which Call of Duty game was released on PlayStation 3 and featured the musical artist 50 Cent?,Call of Duty: Modern Warfare 2,Call of Duty: Modern Warfare 2
4d364733,Which Backstreet Boy had a brother who was also a pop star?,Nick Carter,Aaron Carter
0bb18512,Which member of Kyuss would form the band Mondo Generator?,Nick Oliveri,Nick Oliveri
99c353b1,Which member of Black Flag would form Rollins Band?,Henry Rollins,Henry Rollins
e9829e2a,Which album by Eminem came out in 2019?,Kamikaze,"""Music to Be Murdered By"""
ebfbabcd,Which album by Kanye West came out in 2019?,Jesus is King,Jesus Is King
7fb602bf,Who was the actor in Bad Boys II that also featured Joyner Lucas?,Will Smith,Will Smith
c4a46746,Which member of G-Unit appeared in the movie Den of Thieves?,50 Cent,50 Cent
645b8695,Which Roddy Ricch track peaked No. 1 on Billboard in January 2020?,The Box,The Box
85c6e878,"Who is the singer of Easy On Me and was born in Tottenham, London?",Adele,Adele
23280f12,"Who is the crooner of Talking to the Moon and was born on October 8, 1985?",Bruno Mars,Bruno Mars
2d15b5e7,Who was dubbed The King of Pop and is the brother to Janet Jackson?,Michael Jackson,Michael Jackson
af54b3cd,Who sang Level Up and is also a spouse to Russell Wilson?,Ciara Wilson,Ciara
4cc87069,Which member of the band U2 never identified as Christian?,Adam Clayton,Adam Clayton
d4ba7609,Which member of U2 missed a concert that the rest of the band continued playing at?,Adam Clayton,Bono
