id,question,answerText,top1,top2,top3,top4,top5
7296af00,Where is the actress who played Padmé from?,Israel,Australia,Israel,United States,England,Canada
f0944ac2,Where is the director of Malignant from?,Australia,United States,Australia,Canada,United Kingdom,New Zealand
87901d43,Where is the actor that played the original Obi-Wan Kenobi from?,England,Alec Guinness,"London, England",Deceased,United Kingdom,Star Wars
e8e2cffa,Where is the actor who played Jerry Maguire in Jerry Maguire from?,"Syracuse, NY",California,Los Angeles,United States,Tom Cruise's birthplace ,"Syracuse, New York"
29f410e9,In which month was the actor who played Jerry Maguire in Jerry Maguire born?,July,January,February,March,April,May
ecb7180c,Where was the actor who played Achilles in Troy born?,"Shawnee, OK",Brad Pitt,"Shawnee, Oklahoma",William Bradley Pitt ,United States ,1963
6792df71,Which university did the actor that played Gandalf go to?,University of Cambridge,University of Cambridge,University of Oxford,Royal Central School of Speech and Drama,University of Manchester,University of London
5301d03b,Which male director is related to the actor who played Randy in Valley Girl?,Francis Ford Coppola,Francis Ford Coppola,Nicolas Cage,Sofia Coppola,Jason Schwartzman,Roman Coppola
a0294615,Which famous actress did the lead actor of the 2003 movie Daredevil marry?,Jennifer Garner,Jennifer Garner,Ben Affleck,Elektra Natchios,Matt Murdock,Violet Affleck
2c60be84,Where is the actor who played Black Widow from?,America,"Los Angeles, California","New York City, New York","Moscow, Russia","London, England","Sydney, Australia"
4b2fad7d,"Who is the son of the actor who starred in ""The Equalizer""?",John David Washington,Denzel Washington,John David Washington,Will Smith,Tom Hanks,Brad Pitt
b72abd96,Where is the actor who played the recent James Bond from?,"Chester, United Kingdom",United Kingdom,London,England,Daniel Craig,Europe
4597be90,Where is the actor who played Agent Kay in Men in Black from?,"San Saba, Texas","New York City, USA","Los Angeles, USA","Chicago, USA","Miami, USA","Houston, USA"
273dab8b,For acting in which movie was the actor who played Lord Voldemort in some of the Harry Potter movies nominated for an Oscar in 1997?,The English Patient,Schindler's List,The English Patient,Quiz Show,The Constant Gardener,In Bruges
250c1d07,Who is the husband of the actress from Black Widow?,Colin Jost,Colin Jost,Ryan Reynolds,Chris Evans,Scarlett Johansson ,Romain Dauriac
8b614fcc,Who is the wife of the main actor in The Mummy?,Afton Smith,Evelyn Carnahan,Anck-Su-Namun,Helen Grosvenor,Princess Nefertiri,Meela Nais
4f93a661,Which country is the director of Parasite from?,South Korea,South Korea,Japan,China,North Korea,United States
2d9fcf8e,Where is the actress who played Claire Dearing in Jurassic World from?,"Los Angeles, California","Los Angeles, California","New York City, New York","London, England","Sydney, Australia","Toronto, Canada"
101ae0cf,Where was the actress who played Harley Quinn in Birds of Prey born?,Australia,"Margot Robbie was born in Dalby, Queensland, Australia.","Margot Robbie was born in Gold Coast, Queensland, Australia.","Margot Robbie was born in Melbourne, Victoria, Australia.","Margot Robbie was born in Coffs Harbour, New South Wales, Australia.","Margot Robbie was born in Brisbane, Queensland, Australia."
62a6231f,Where is the birthplace of the actor who played Legolas?,United Kingdom,"Canterbury, England","Kent, England","St John's Wood, London, England","Hammersmith, London, England",West End of London
14ea73a4,Where is the lead actress in Malignant from?,England,"Los Angeles, California","New York City, New York","London, England","Sydney, Australia","Vancouver, Canada"
5bfb002f,"Where is the actor that played Benny the Jet Rodriguez in ""The Sandlot"" from?","Los Angeles, California","Los Angeles, California",United States,"Hollywood, California",Mexican-American descent ,"San Diego, California"
794e3f94,Where is the director of Avatar from?,Canada,United States,New Zealand,Canada,Australia,England
c937b049,Where was the actress who played Hermione in the original Harry Potter movies born?,"Paris, France","Paris, France","Oxford, England","London, England","Bristol, England","Manchester, England"
cb89fc4c,Where is the actor who played Captain Jack Sparrow from?,"Owensboro, KY",Johnny Depp,"Owensboro, Kentucky","Hollywood, California",United States,Captain Jack Sparrow
8cf6559e,Which movie school did the director of Star Wars: A New Hope attend?,University of Southern California Film School,University of Southern California,School of Cinematic Arts,American Film Institute,George Lucas,George Lucas Educational Foundation
12478be2,Which city is the actor who played Batman in the movie Batman Begins from?,Haverfordwest,London,Los Angeles,New York City,Chicago,Gotham City
cbe8c975,Where is the actor who played Rocky Balboa from originally?,"Hell's Kitchen, New York, NY","New York City, USA","Hell's Kitchen, New York, USA","Greenwich Village, New York, USA","Manhattan, New York, USA","Brooklyn, New York, USA"
1c56aa72,Where is the director of Rockstar from?,India,United States,India,Canada,England,Australia
f9aa6540,What was the first Twilight movie chronologically?,Twilight,Twilight,New Moon,Eclipse,Breaking Dawn - Part 1,Breaking Dawn - Part 2
bc601b46,What was the fourth Twilight movie chronologically?,The Twilight Saga: Breaking Dawn Part 1,Twilight,New Moon,Eclipse,Breaking Dawn - Part 1,Breaking Dawn - Part 2
df3c48ba,What is the title of the third Matrix movie?,The Matrix Revolutions,The Matrix Revolutions,The Matrix: Resurrections,The Matrix Reloaded,The Matrix: Retribution,The Matrix: Redemption
d9055918,What was the first movie directed by M. Night Shyamalan?,Praying with Anger,Praying with Anger,Wide Awake,The Sixth Sense,Unbreakable,Signs
b8a6dba5,What was the third Harry Potter movie to be released?,Harry Potter and the Prisoner of Azkaban,Harry Potter and the Prisoner of Azkaban,Harry Potter and the Chamber of Secrets,Harry Potter and the Goblet of Fire,Harry Potter and the Order of the Phoenix,Harry Potter and the Half-Blood Prince
059a6200,What was the third Pirates of the Caribbean movie to be released?,Pirates of the Caribbean: At World's End,Pirates of the Caribbean: At World's End,Pirates of the Caribbean: Dead Man's Chest,Pirates of the Caribbean: The Curse of the Black Pearl,Pirates of the Caribbean: On Stranger Tides,Pirates of the Caribbean: Salazar's Revenge
a06f2902,What was the third Fast & Furious movie to be released?,The Fast and the Furious: Tokyo Drift,The Fast and the Furious: Tokyo Drift,Fast & Furious,Fast Five,Fast & Furious 6,Furious 7
97d03d01,What was the third Lord of the Rings movie to be released?,The Lord of the Rings: The Return of the King,The Return of the King,The Fellowship of the Ring,The Two Towers,The Hobbit: The Battle of the Five Armies,The Hobbit: An Unexpected Journey
8fab578a,What was the third Thor movie to be released?,Thor: Ragnarok,Thor: Ragnarok,Thor: The Dark World,Thor: Love and Thunder,Thor: God of Thunder,Thor: The Mighty Avenger
03f9b7f6,What was the last movie in the Dirty Harry franchise?,The Dead Pool,The Dead Pool,Sudden Impact,Magnum Force,The Enforcer,Dirty Harry
74dd4a17,What was the first movie directed by Isao Takahata?,Grave of the Fireflies,"The Great Adventure of Horus, Prince of the Sun","Panda! Go, Panda!",Jarinko Chie,Gauche the Cellist,Grave of the Fireflies
b186bf32,Which movie did Ridley Scott win his first award for?,Thelma and Louise,Alien,Blade Runner,Thelma & Louise,Gladiator,Black Hawk Down
11f2c248,What is the fourth installment to the Matrix series called?,The Matrix Resurrections,The Matrix Resurrections,The Matrix Revolutions,The Matrix Reloaded,The Matrix Resurgence,The Matrix Reawakening
30d81e82,What was Daniel Craig's first Bond movie?,Casino Royal,Casino Royale,Quantum of Solace,Skyfall,Spectre,No Time to Die
c1dbaa01,Who directed Tom's Cruise's third Mission: Impossible?,J.J. Abrams,J.J. Abrams,Brad Bird,Christopher McQuarrie,John Woo,Brian De Palma
ef16002c,Who directed the second Jurassic World movie?,J.A. Bayona,J.A. Bayona,Steven Spielberg,Colin Trevorrow,James Cameron,Michael Bay
13dc6d58,What was Tom Cruise's third movie?,The Outsiders,Risky Business,All the Right Moves,Losin' It,Legend,Top Gun
d2b33b6e,What was Tom Cruise's first movie in the 1990s?,Days of Thunder,Days of Thunder,Far and Away,A Few Good Men,Interview with the Vampire,Mission: Impossible
2166b45f,What was Tom Cruise's last movie of the 80s?,Born on the Fourth of July,Born on the Fourth of July,Days of Thunder,Far and Away,A Few Good Men,Rain Man
b9deafb5,Which movie did Steven Spielberg direct first?,The Sugarland Express,Duel,The Sugarland Express,Jaws,Close Encounters of the Third Kind,Raiders of the Lost Ark
155d3a58,What is the second 50 Shades of Grey movie?,Fifty Shades Darker,Fifty Shades Darker,Fifty Shades Freed,Christian Grey,Anastasia Steele,Seattle
c036a3a2,What was the third movie Johnny Depp appeared in?,Platoon,A Nightmare on Elm Street,Platoon,Cry-Baby,Edward Scissorhands,Arizona Dream
c5ae3177,What is the third Lord of The Rings movie?,Lord Of The Rings: Return Of The King,The Return of the King,The Two Towers,The Fellowship of the Ring,Sauron,Middle-earth
4c3550af,What is the first Star Trek movie to feature the Next Generation cast?,Star Trek: Generations,Star Trek: Generations,Star Trek: First Contact,Star Trek: Insurrection,Star Trek: Nemesis,Star Trek (2009)
1eff289d,What was the last movie John Candy ever appeared in?,Canadian Bacon,Wagons East,Canadian Bacon,Cool Runnings,Uncle Buck,Only the Lonely
10ee40d5,What was the first movie Quentin Tarantino directed?,Reservoir Dogs,Reservoir Dogs,Pulp Fiction,Jackie Brown,Kill Bill: Volume 1,Death Proof
96a00de3,What was the first movie released featuring the character Jack Ryan?,The Hunt for Red October,The Hunt for Red October,Patriot Games,Clear and Present Danger,The Sum of All Fears,Jack Ryan: Shadow Recruit
473fc346,What was Kevin Smith's second movie?,Mallrats,Mallrats,Chasing Amy,Dogma,Jay and Silent Bob Strike Back,Clerks II
b72a5b25,What was Kevin Smith's third movie?,Chasing Amy,Chasing Amy,Dogma,Jay and Silent Bob Strike Back,Jersey Girl,Clerks II
0fb7c3ac,What was Kevin Smith's fourth movie?,Dogma,Clerks II,Jersey Girl,Zack and Miri Make a Porno,Cop Out,Red State
b5a7f3ef,What was Kevin Smith's fifth movie?,Jay and Silent Bob Strike Back,Clerks II,Zack and Miri Make a Porno,Cop Out,Red State,Tusk
f03db13e,What was the first Harry Potter movie chronologically?,Harry Potter and the Sorcerer's Stone,Fantastic Beasts and Where to Find Them,Harry Potter and the Sorcerer's Stone,Harry Potter and the Chamber of Secrets,Harry Potter and the Prisoner of Azkaban,Harry Potter and the Goblet of Fire
84c9cff2,What was the first Indiana Jones movie chronologically?,Raiders of the Lost Ark,Indiana Jones and the Temple of Doom,Raiders of the Lost Ark,Indiana Jones and the Last Crusade,Indiana Jones and the Kingdom of the Crystal Skull,Young Indiana Jones Chronicles
7f0edb54,What was the first Pirates of the Caribbean movie?,Pirates of the Carribean: The Curse of the Black Pearl,Pirates of the Caribbean: The Curse of the Black Pearl,Pirates of the Caribbean: Dead Man's Chest,Pirates of the Caribbean: At World's End,Pirates of the Caribbean: On Stranger Tides,Pirates of the Caribbean: Dead Men Tell No Tales
d82a35f3,What was the first James Bond movie?,Dr. No,Dr. No,From Russia with Love,Goldfinger,Thunderball,Casino Royale
a86c8026,What was the ninth Star Wars movie to be released in theaters?,Star Wars: Episode IX - The Rise of Skywalker,Star Wars: The Rise of Skywalker,Star Wars: The Last Jedi,Star Wars: The Force Awakens,Star Wars: Return of the Jedi,Star Wars: Revenge of the Sith
fafc0acd,What is the second Avengers movie in the series?,Avengers: Age of Ultron,Avengers: Age of Ultron,Avengers: Endgame,Avengers: Infinity War,The Avengers (2012),Avengers: Age of Heroes
259da5d5,What is the fourth installment in the Matrix movie series?,The Matrix Resurrections,The Matrix Resurrections,The Matrix Revolutions,The Matrix Reloaded,The Matrix Resurrection ,The Matrix Reborn
671fa282,What is the name of the first Rambo movie?,First Blood,First Blood,Rambo: First Blood Part II,Rambo III,Rambo,Rambo: Last Blood
6ebcd5cc,What was the second Harry Potter movie chronologically?,Harry Potter and the Chamber of Secrets,Harry Potter and the Chamber of Secrets,Harry Potter and the Sorcerer's Stone,Harry Potter and the Prisoner of Azkaban,Harry Potter and the Goblet of Fire,Harry Potter and the Order of the Phoenix
c84b8a8e,What was the third Fast & Furious movie chronologically?,The Fast and the Furious: Tokyo Drift (2006),The Fast and the Furious,2 Fast 2 Furious,The Fast and the Furious: Tokyo Drift,Fast & Furious,Fast Five
81246ab6,What is the first Twilight movie?,Twilight,Twilight,Bella Swan,Edward Cullen,"Forks, Washington",Stephenie Meyer
22c51c40,What is the third Twilight movie?,The Twilight Saga: Eclipse,Eclipse,New Moon,Breaking Dawn,Twilight,Midnight Sun
204812e6,What is the first movie in the Hunger Games series?,The Hunger Games,The Hunger Games,Catching Fire,Mockingjay - Part 1,Mockingjay - Part 2,The Ballad of Songbirds and Snakes
efaa8847,What is the second movie in the Hunger Games series?,The Hunger Games: Catching Fire,Catching Fire,Catching Fire,Catching Fire,Catching Fire,Catching Fire
de544943,"Which Disney movie was the first full-length, animated feature produced in the United States?",Snow White and the Seven Dwarfs,Snow White and the Seven Dwarfs,Cinderella,Sleeping Beauty,Beauty and the Beast,The Little Mermaid
2904ad72,What is the name of the sixth movie in the Harry Potter franchise?,"""Harry Potter and the Half-Blood Prince"" Part I",Harry Potter and the Half-Blood Prince,Harry Potter and the Deathly Hallows: Part 1,Harry Potter and the Deathly Hallows: Part 2,Fantastic Beasts and Where to Find Them,Fantastic Beasts: The Crimes of Grindelwald
02a27813,"What was Clint Eastwood's first movie appearance, in which he played the uncredited lab technician Jennings?",Revenge of the Creature,Revenge of the Creature (1955),Tarantula (1955),Lady Godiva of Coventry (1955),Francis in the Navy (1955),Never Say Goodbye (1956)
f1792405,What was Clint Eastwood's first credited movie?,Francis in the Navy,Revenge of the Creature (1955),Francis in the Navy (1955),Lady Godiva of Coventry (1955),Tarantula (1955),Never Say Goodbye (1956)
c1ae4b68,What was the last Marvel movie with Thanos in it?,Avengers: Endgame,Avengers: Endgame,Avengers: Infinity War,Guardians of the Galaxy,Thor: Ragnarok,Captain Marvel
1d4654ab,What was the second movie in the Peter Jackson Lord of the Rings trilogy?,The Two Towers,The Two Towers,The Fellowship of the Ring,The Return of the King,Gollum,Middle-earth
ee6fecb6,What was the third movie in the Peter Jackson Lord of the Rings trilogy?,The Return of the King,The Return of the King,The Two Towers,The Fellowship of the Ring,The Hobbit: An Unexpected Journey,The Desolation of Smaug
0ff147e0,What was the first Star Wars movie directed by Rian Johnson?,Star Wars: The Last Jedi,Star Wars: The Last Jedi,,,,
b0b16347,What was the fourth Star Wars movie chronologically?,Solo: A Star Wars Story,Star Wars: Episode I - The Phantom Menace,Star Wars: Episode II - Attack of the Clones,Star Wars: Episode III - Revenge of the Sith,Star Wars: Episode IV - A New Hope,Star Wars: Episode V - The Empire Strikes Back
241197ce,What was the fifth Star Wars movie chronologically?,Rogue One: A Star Wars Story,Star Wars: Episode V - The Empire Strikes Back,Star Wars: Episode IV - A New Hope,Star Wars: Episode VI - Return of the Jedi,Star Wars: Episode III - Revenge of the Sith,Star Wars: Episode II - Attack of the Clones
dd38c8ec,What was the sixth Star Wars movie chronologically?,Star Wars: Episode IV—A New Hope,Star Wars: Episode III - Revenge of the Sith,Star Wars: Episode IV - A New Hope,Star Wars: Episode V - The Empire Strikes Back,Star Wars: Episode VI - Return of the Jedi,Star Wars: Episode VII - The Force Awakens
c99a8a99,What was the seventh Star Wars movie chronologically?,Star Wars: Episode V – The Empire Strikes Back,Star Wars: The Force Awakens,Star Wars: The Last Jedi,Star Wars: The Rise of Skywalker,Star Wars: A New Hope,Star Wars: The Empire Strikes Back
6f9f0452,Which movie was Chris Evans last in?,Avengers Endgame,Knives Out,Avengers: Endgame,The Red Sea Diving Resort,Before We Go,Snowpiercer
25569cc4,What is the third part of the Fast & Furious?,The Fast and Furious Tokyo Drift,Tokyo Drift,Fast Five,Fast & Furious 6,Furious 7,The Fate of the Furious
e02c8c0c,What was the first cartoon movie?,A Fantasy,Gertie the Dinosaur,Steamboat Willie,Snow White and the Seven Dwarfs,Fantasmagorie,The Adventures of Prince Achmed
20c6ce3f,What was the first movie that featured 50 Cent?,Get rich or die tryin,Get Rich or Die Tryin',Home of the Brave,Righteous Kill,Escape Plan,Southpaw
e88b6de6,What was the first movie released in 2021?,Black Widow,The Marksman,Shadow in the Cloud,Redemption Day,Locked Down,Pieces of a Woman
e44b59e0,What was Christopher Walken's first movie?,The Anderson Tapes,The Anderson Tapes,Me and My Brother,The Happiness Cage,"Next Stop, Greenwich Village",Annie Hall
25052551,Which movie was Meryl Streep's first Oscar for?,The Deer Hunter,Kramer vs. Kramer,Sophie's Choice,The Iron Lady,The Devil Wears Prada,Out of Africa
e813db2b,What was John Belushi's last movie?,Neighbors's,Neighbors,Continental Divide,The Blues Brothers,1941,Animal House
7356e1af,What was the first movie to win an Oscar for Best Picture?,Wings,Wings,The Broadway Melody,All Quiet on the Western Front,Cimarron,Grand Hotel
3d7c49de,Who was the first actor to win an Oscar for Best Actor?,Emil Jannings,Emil Jannings,Warner Baxter,George Arliss,Lionel Barrymore,Fredric March
b9b4b441,What is the name of the second Fast & Furious movie?,2 Fast 2 Furious,2 Fast 2 Furious,Fast & Furious 2,The Fast and the Furious: Tokyo Drift,Fast Five,Fast & Furious 6
b318be64,What is the name of the third Fast & Furious movie?,Tokyo Drift,The Fast and the Furious: Tokyo Drift,Tokyo Drift,Fast & Furious 3: Tokyo Drift,Fast & Furious: Tokyo Drift,Tokyo Drift: The Fast and the Furious
8b0fbe97,What is the name of the fifth Fast & Furious movie?,Fast Five,Fast Five,Furious 5,Fast & Furious 5,Fast & Furious: Rio Heist,Fast & Furious 5: Rio Heist
9bd0b6f2,What is the name of the eighth Fast & Furious movie?,Fate of the Furious,The Fate of the Furious,Fast & Furious 8,F8,Fast 8,The Fast Saga: F9
75085dd5,What is the name of the ninth Fast & Furious movie?,F9,Fast & Furious 9,F9,Fast & Furious: The Ninth Chapter,Fast & Furious 9: Speed Wars,Fast & Furious 9: Full Throttle
27a78d77,What was Steven Spielberg's first theatrical movie?,The Sugarland Express,Duel,The Sugarland Express,Jaws,Close Encounters of the Third Kind,1941
7f625787,Which movie did John Williams last compose for?,Star Wars: The Rise of Skywalker,Star Wars: The Rise of Skywalker,The BFG,The Post,Ready Player One,Star Wars: The Last Jedi
3a2de53a,Which MCU movie comes first chronologically?,Captain America: The First Avenger,Captain America: The First Avenger,Captain Marvel,Iron Man,Thor,The Incredible Hulk
24bb051f,What was the last Fast & Furious movie that Paul Walker starred in?,Furious 7,Fast & Furious 6,Furious 7,The Fate of the Furious,Fast & Furious Presents: Hobbs & Shaw,F9
f339a47b,Who was the fifth person to play James Bond?,Timothy Dalton,Pierce Brosnan,Daniel Craig,Roger Moore,Timothy Dalton,George Lazenby
a884fdd2,Which movie gave Wes Anderson his first Oscar nomination?,The Royal Tenenbaums,The Royal Tenenbaums,Moonrise Kingdom,The Grand Budapest Hotel,Isle of Dogs,The French Dispatch
1d631e1f,What was the name of the last Harry Potter movie?,Harry Potter and the Deathly Hallows – Part 2,Harry Potter and the Deathly Hallows Part 2,The Deathly Hallows Part 2,Deathly Hallows Part 2,HP7 Part 2,The Final Harry Potter Movie
c05b5c90,What was the name of the first Lilo and Stich movie?,Lilo & Stitch,Lilo & Stitch,Stitch: The Movie,Lilo & Stitch 2: Stitch Has a Glitch,Leroy & Stitch,Lilo & Stitch (2002)
9910bfc4,What was the name of the first Harry Potter movie in the series?,Harry Potter and the Sorcerer's Stone,Harry Potter and the Sorcerer's Stone,Harry Potter and the Philosopher's Stone,The Sorcerer's Stone,The Philosopher's Stone,HP1: The Beginning
2e5af597,What is the first movie in Nolan's Dark Knight Trilogy?,Batman Begins,Batman Begins,The Dark Knight,The Dark Knight Rises,Bruce Wayne,Gotham City
9f16f758,What is the last movie in Nolan's Dark Knight Trilogy?,The Dark Knight Rises,The Dark Knight Rises,The Dark Knight Rises,The Dark Knight Rises,The Dark Knight Rises,The Dark Knight Rises
89b08063,What was the last Jaws movie starring Roy Schneider?,Jaws 2,Jaws: The Revenge,Jaws 3-D,Jaws 2,Jaws in Japan,Jaws: The Sharkening
3d5aa71a,What is the fourth Star Wars movie titled?,A New Hope,A New Hope,The Empire Strikes Back,Return of the Jedi,The Phantom Menace,Attack of the Clones
87038a58,What was the sixth Harry Potter movie chronologically?,Harry Potter and the Half Blood Prince,Harry Potter and the Half-Blood Prince,Harry Potter and the Deathly Hallows - Part 1,Harry Potter and the Deathly Hallows - Part 2,Fantastic Beasts and Where to Find Them,Fantastic Beasts: The Crimes of Grindelwald
4d142788,What was the last movie George Lucas directed?,Star Wars: Episode IV: A New Hope,Star Wars: Episode III - Revenge of the Sith,Star Wars: Episode II - Attack of the Clones,Star Wars: Episode I - The Phantom Menace,American Graffiti,THX 1138
7090ef9c,What was Steven Spielberg's last movie?,Ready Player One,West Side Story,The Fabelmans,Indiana Jones 5,The Kidnapping of Edgardo Mortara,Blackhawk
b24c4dc6,Which Harry Potter movie made the least money?,Harry Potter and the Prisoner of Azkaban,Harry Potter and the Prisoner of Azkaban,Harry Potter and the Order of the Phoenix,Harry Potter and the Half-Blood Prince,Harry Potter and the Deathly Hallows – Part 1,Fantastic Beasts: The Crimes of Grindelwald
d1ffc2f1,Which movie made the most money?,Avatar,Avatar,Avengers: Endgame,Titanic,Star Wars: The Force Awakens,Jurassic World
2cd3c437,Who is the youngest movie director?,Tony Richardson,Steven Spielberg,Xavier Dolan,Lena Dunham,Damien Chazelle,Xavier Beauvois
1d702f03,What was the most expensive movie ever made?,Pirates of the Caribbean: On Stranger Tides (2011),Pirates of the Caribbean: On Stranger Tides,Avengers: Age of Ultron,Justice League,John Carter,Waterworld
9e45f97c,What was the cheapest movie ever made?,The Blair Witch Projects,"""Paranormal Activity""","""The Blair Witch Project""","""Clerks""","""Mad Max""","""El Mariachi"""
6cba6981,Which movie musical made the most money worldwide?,The Lion King,The Lion King,Frozen,Beauty and the Beast,Mamma Mia!,Grease
d949da73,What's the shortest theatrically released movie?,The Kid (1921),"""Doodlebug""","""La Jetée""","""An Oversimplification of Her Beauty""","""Wavelength""","""Unfriended: Dark Web"""
0ced5471,Which actor or actress has been nominated for the most Oscars?,Meryl Streep,Meryl Streep,Jack Nicholson,Katharine Hepburn,Daniel Day-Lewis,Spencer Tracy
ff027a48,Which director has won the most Best Picture Oscars?,John Ford,William Wyler,Frank Capra,John Ford,Steven Spielberg,Clint Eastwood
b8f6c897,What is the biggest budget movie of all time?,Pirates of the Caribbean: On Stranger Tides,Avatar,Avengers: Endgame,Pirates of the Caribbean: On Stranger Tides,Justice League,Star Wars: The Rise of Skywalker
0f96b775,What is the most expensive back-to-back movie production?,The Hobbit,Avatar 2 and Avatar 3,The Matrix Reloaded and The Matrix Revolutions,Pirates of the Caribbean: Dead Man's Chest and At World's End,Avengers: Infinity War and Avengers: Endgame,"The Hobbit: An Unexpected Journey, The Desolation of Smaug, and The Battle of the Five Armies"
e63bc905,Which Spider-Man movie had the smallest budget?,Spider-Man: Into the Spider-Verse,Spider-Man: Into the Spider-Verse,Spider-Man: Homecoming,The Amazing Spider-Man,Spider-Man 3,Spider-Man: Far From Home
8e4901d3,Which Studio Ghibli movie scored the lowest on Rotten Tomatoes?,Earwig and the Witch,Tales from Earthsea,Ocean Waves,Earwig and the Witch,The Cat Returns,Pom Poko
24038877,Which Studio Ghibli movie scored the highest on Metacritic?,Spirited Away,Spirited Away,Princess Mononoke,My Neighbor Totoro,Grave of the Fireflies,The Tale of the Princess Kaguya
25ee5115,Which Star Wars film is the shortest?,Star Wars Episode IV - A New Hope,The Empire Strikes Back,Return of the Jedi,Attack of the Clones,Revenge of the Sith,The Rise of Skywalker
5dd993e2,Which Quentin Tarantino movie is the longest?,Grindhouse,The Hateful Eight,Once Upon a Time in Hollywood,Django Unchained,Inglourious Basterds,Kill Bill: The Whole Bloody Affair
37fe2b75,Which Quentin Tarantino movie made the most money?,Django Unchained,Pulp Fiction,Django Unchained,Inglourious Basterds,Once Upon a Time in Hollywood,Kill Bill: Vol. 1
c12386de,Which Steven Spielberg movie made the most money?,Jurassic Park,Jurassic Park,E.T. the Extra-Terrestrial,Indiana Jones and the Kingdom of the Crystal Skull,Jaws,Saving Private Ryan
0914ba88,Which movie made the most money in the United States in 1977?,Star Wars,Star Wars,Close Encounters of the Third Kind,Smokey and the Bandit,Saturday Night Fever,The Goodbye Girl
cbebba06,Which movie made the most money in the United States in 1979?,Kramer vs. Kramer,Kramer vs. Kramer,Rocky II,Star Trek: The Motion Picture,Alien,10
add9ac1c,Which movie made the most money in the United States in 1980?,The Empire Strikes Back,Star Wars: Episode V - The Empire Strikes Back,9 to 5,Stir Crazy,Airplane!,Any Which Way You Can
2dbab681,Which movie made the most money in the United States in 1981?,Raiders of the Lost Ark,Raiders of the Lost Ark,On Golden Pond,Superman II,Stripes,Arthur
17e2beec,What is the highest-grossing movie of all time?,Avatar,Avatar,Avengers: Endgame,Titanic,Star Wars: The Force Awakens,Avengers: Infinity War
5e868887,Who is the oldest Academy Award winning movie director?,Clint Eastwood,Clint Eastwood,Martin Scorsese,Woody Allen,Francis Ford Coppola,Steven Spielberg
dfa71862,What is the most expensive movie ever filmed?,Pirates of the Caribbean: On Stranger Tides,Pirates of the Caribbean: On Stranger Tides,Avengers: Endgame,Justice League,Titanic,Avatar
f638b3cb,What is the fastest movie ever produced?,Vishwaguru,Unfriended,Paranormal Activity,The Blair Witch Project,Primer,Tangerine
13311801,What is the longest movie produced?,Amra Ekta Cinema Banabo,Ambiancé,Logistics,"Modern Times Forever (Stora Enso Building, Helsinki)",The Cure for Insomnia,Matrjoschka
0838be3e,What is the longest movie ever nominated for an Oscar?,Gone with the Wind,Gone with the Wind,Lawrence of Arabia,The Godfather Part II,Gandhi,The Lord of the Rings: The Return of the King
46253439,Who is the oldest person to win a Best Director Academy Award?,Clint Eastwood,Clint Eastwood,Martin Scorsese,Woody Allen,John Huston,George Cukor
5866c25c,Which movie won the most Academy Awards in 2021?,Nomadland,Nomadland,The Father,Ma Rainey's Black Bottom,Mank,Judas and the Black Messiah
ca622ac1,Which movie won the most Academy Awards in 2020?,Parasite,Parasite,1917,Joker,Once Upon a Time in Hollywood,Ford v Ferrari
4061de42,Which movie won the most Academy Awards in 2019?,Bohemian Rhapsody,"""Parasite""","""1917""","""Joker""","""Once Upon a Time in Hollywood""","""Ford v Ferrari"""
6eb1bc44,Which movie won the most Academy Awards in 2018?,The Shape of Water,The Shape of Water,Dunkirk,"Three Billboards Outside Ebbing, Missouri",Darkest Hour,Call Me by Your Name
192e3a95,Which actress has been nominated for the most Golden Globe awards?,Meryl Streep,Meryl Streep,Nicole Kidman,Cate Blanchett,Glenn Close,Julia Roberts
851faa9d,Who is the youngest actress to win an Oscar?,Tatum O'Neal,Tatum O'Neal,Anna Paquin,Shirley Temple,Marlee Matlin,Jennifer Lawrence
88e23955,Which Back to the Future movie made the least money?,Back to the Future Part II,Back to the Future Part III,Back to the Future Part II,Back to the Future: The Animated Series,Back to the Future: The Ride,Back to the Future: The Game
28ed61fb,Which Harry Potter movie made the most money worldwide?,Harry Potter & The Deathly Hallows part 2,Harry Potter and the Deathly Hallows – Part 2,Harry Potter and the Philosopher's Stone,Harry Potter and the Deathly Hallows – Part 1,Harry Potter and the Order of the Phoenix,Harry Potter and the Half-Blood Prince
b87e4c28,Which Marvel movie made the least money?,The Incredible Hulk,The Incredible Hulk,Howard the Duck,Blade: Trinity,Elektra,Punisher: War Zone
4e3dac10,Which Marvel movie made the most money?,Avengers: Endgame,Avengers: Endgame,Avengers: Infinity War,Black Panther,The Avengers,Iron Man 3
6092bf62,Who is the youngest person to win an Academy Award?,Tatum O'Neal,Tatum O'Neal,Shirley Temple,Anna Paquin,Timothy Hutton,Adrien Brody
87b2dd11,Who is the oldest person to win an Academy Award?,Anthony Hopkins,Christopher Plummer,Jessica Tandy,Ennio Morricone,James Ivory,Henry Fonda
8b027d2b,Which Spider-Man movie made the most money at the box office?,Spider-Man: Far From Home,Spider-Man: No Way Home,Spider-Man: Far From Home,Spider-Man 3,The Amazing Spider-Man,Spider-Man: Homecoming
f6d6aef5,Which Avengers movie had the highest budget?,Avengers: Age of Ultron,Avengers: Endgame,Avengers: Age of Ultron,The Avengers,Avengers: Infinity War,Avengers: Age of Mecha-Ultron
